TUCASEID,weight,race,age,labor_force_status,sex,day,year,category,TULINENO,region,division,state,metro_status,metro_area,county,category_sum_min,category_sum_hour,category_sum_hour_weight
20190101190022,2286291.439799,Black,85,Retired,Female,1,2019,socializing,1,South,West South Central,TX,metropolitan,26420,0,0,0,0
20190101190031,53729031.431663,White,25,Employed-At work,Female,4,2019,socializing,1,Midwest,East North Central,MI,metropolitan,24340,0,0,0,0
20190101190057,23789098.911461,White,20,Employed-At work,Female,5,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,47,0,0,0
20190101190107,22241500.157859,White,61,Unemployed-Looking,Female,3,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,5,0,0,0
20190101190555,2599756.61986,White,34,Employed-At work,Male,1,2019,socializing,1,Northeast,New England,VT,non-metropolitan,0,0,35,0.5833333333333334,1516524.6949183333
20190101190565,17223160.514212,White,53,Employed-At work,Female,3,2019,socializing,1,Northeast,New England,MA,metropolitan,14460,17,40,0.6666666666666666,11482107.009474667
20190101190568,5515375.655517,White,26,Employed-At work,Female,1,2019,socializing,1,South,West South Central,TX,metropolitan,26420,0,0,0,0
20190101190587,7640780.010151,White,45,Employed-At work,Male,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101190607,2865211.663099,White,85,Retired,Male,1,2019,socializing,1,Midwest,East North Central,WI,non-metropolitan,0,0,0,0,0
20190101190654,17748277.199617,White,74,Retired,Male,3,2019,socializing,1,South,West South Central,TX,metropolitan,41700,0,0,0,0
20190101190677,2290433.4979,White,85,Retired,Female,1,2019,socializing,1,Midwest,East North Central,IN,metropolitan,29200,0,185,3.0833333333333335,7062169.951858333
20190101190703,5831622.58622,Black,36,Employed-At work,Male,5,2019,socializing,1,South,South Atlantic,VA,metropolitan,40060,87,0,0,0
20190101190725,7116737.697129,Black,67,Retired,Female,4,2019,socializing,1,South,East South Central,AL,metropolitan,33860,0,0,0,0
20190101190755,1994509.93682,White,40,Employed-At work,Male,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101190757,21721841.137096,White,53,Employed-At work,Male,5,2019,socializing,1,Midwest,East North Central,WI,metropolitan,31540,0,0,0,0
20190101190760,10432997.71808,White,77,Retired,Female,3,2019,socializing,1,Northeast,New England,CT,metropolitan,14860,1,33,0.55,5738148.744944
20190101190778,2438151.526197,White,40,Employed-At work,Male,1,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,0,0,0,0
20190101190790,20913244.132109,White,52,Employed-At work,Male,4,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101190802,13517841.481708,White,52,Employed-At work,Male,5,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,61,0,0,0
20190101190817,3669781.997381,White,37,Employed-At work,Female,1,2019,socializing,1,West,Pacific,CA,metropolitan,31080,59,120,2,7339563.994762
20190101190827,17576712.26467,White,74,Retired,Male,3,2019,socializing,1,Northeast,New England,VT,non-metropolitan,0,0,0,0,0
20190101190838,5343299.134406,White,18,Retired,Male,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,300,5,26716495.672030002
20190101190855,5712924.781399,White,76,Retired,Male,2,2019,socializing,1,South,East South Central,KY,metropolitan,0,0,240,4,22851699.125596
20190101190877,18659623.161653,White,67,Retired,Female,4,2019,socializing,1,South,West South Central,TX,non-metropolitan,0,0,0,0,0
20190101190912,11287941.418438,White,68,Employed-At work,Male,4,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101190950,32322075.148457,Asian,18,Retired,Male,4,2019,socializing,NA,NA,NA,NA,NA,NA,NA,55,0.9166666666666666,29628568.88608558
20190101190955,3919019.789642,Black,68,Retired,Female,1,2019,socializing,1,South,South Atlantic,VA,metropolitan,47260,550,75,1.25,4898774.7370525
20190101190969,5716189.319487,Asian,80,Retired,Female,2,2019,socializing,1,South,West South Central,TX,metropolitan,26420,0,0,0,0
20190101190971,6056709.341348,White,65,Employed-At work,Male,1,2019,socializing,1,South,West South Central,TX,metropolitan,19100,0,0,0,0
20190101190992,6017664.404948,White,64,Employed-At work,Male,1,2019,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,37980,5,120,2,12035328.809896
20190101190993,6495347.04414,White,74,Retired,Female,5,2019,socializing,1,Midwest,West North Central,MO,metropolitan,41180,99,0,0,0
20190101190996,15333799.962761,White,19,Employed-At work,Male,1,2019,socializing,1,Midwest,West North Central,MN,metropolitan,0,0,0,0,0
20190101191026,5258046.715023,White,68,Retired,Female,5,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,40380,55,105,1.75,9201581.75129025
20190101191042,3163450.808186,Black,47,Employed-At work,Female,4,2019,socializing,1,Midwest,West North Central,IA,metropolitan,19780,0,0,0,0
20190101191054,2427399.1059,White,59,Retired,Female,1,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,15380,0,0,0,0
20190101191111,9377271.725166,White,33,Employed-At work,Male,2,2019,socializing,1,South,South Atlantic,GA,metropolitan,31420,0,80,1.3333333333333333,12503028.966888
20190101191192,7824892.786223,White,42,Employed-At work,Male,4,2019,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,0,0,0,0
20190101191219,4120859.679651,White,58,Retired,Male,1,2019,socializing,1,South,South Atlantic,SC,metropolitan,34820,51,0,0,0
20190101191238,7969496.238703,Black,40,Retired,Female,1,2019,socializing,1,West,Mountain,CO,metropolitan,19740,0,0,0,0
20190101191258,8206446.163228,Black,57,Employed-At work,Female,5,2019,socializing,1,South,South Atlantic,GA,metropolitan,12060,0,0,0,0
20190101191270,5170967.016152,White,46,Employed-At work,Male,1,2019,socializing,1,West,Mountain,AZ,not identified,0,0,0,0,0
20190101191288,2953556.988879,White,72,Retired,Female,1,2019,socializing,1,Midwest,East North Central,MI,metropolitan,24340,0,20,0.3333333333333333,984518.996293
20190101191314,11228558.390947,White,28,Employed-At work,Female,3,2019,socializing,NA,NA,NA,NA,NA,NA,NA,30,0.5,5614279.1954735
20190101191325,5821569.754121,White,62,Retired,Female,1,2019,socializing,1,West,Pacific,OR,metropolitan,38900,0,265,4.416666666666667,25711933.080701087
20190101191327,4530218.744019,White,80,Retired,Male,1,2019,socializing,1,West,Pacific,CA,metropolitan,41940,0,0,0,0
20190101191331,2233401.281766,White,44,Retired,Female,1,2019,socializing,1,Midwest,West North Central,NE,metropolitan,36540,55,15,0.25,558350.3204415
20190101191418,6062815.326588,White,66,Retired,Female,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101191420,4981077.728669,Black,61,Employed-At work,Female,3,2019,socializing,1,South,West South Central,TX,metropolitan,19100,0,0,0,0
20190101191442,15122330.715543,Asian,41,Employed-At work,Female,4,2019,socializing,1,South,South Atlantic,GA,metropolitan,12060,117,210,3.5,52928157.5044005
20190101191477,10717298.066793,Black,54,Employed-At work,Female,4,2019,socializing,1,South,South Atlantic,SC,metropolitan,22500,41,0,0,0
20190101191547,15731655.414256,White,72,Retired,Male,3,2019,socializing,1,Midwest,East North Central,OH,metropolitan,17140,0,0,0,0
20190101191593,10378203.638004,White,80,Retired,Male,4,2019,socializing,1,South,South Atlantic,GA,metropolitan,12060,0,0,0,0
20190101191632,14720128.951031,White,26,Retired,Female,2,2019,socializing,1,South,East South Central,TN,metropolitan,17300,125,0,0,0
20190101191681,14967369.515028,White,73,Retired,Female,5,2019,socializing,1,Midwest,West North Central,IA,metropolitan,26980,103,0,0,0
20190101191701,4797444.120968,White,29,Employed-At work,Female,1,2019,socializing,1,West,Pacific,CA,metropolitan,23420,19,0,0,0
20190101191748,7832046.258207,White,42,Retired,Female,3,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101191756,4637964.781129,Black,47,Employed-At work,Female,1,2019,socializing,1,South,South Atlantic,MD,metropolitan,12580,510,0,0,0
20190101191789,1972991.836688,White,39,Retired,Male,1,2019,socializing,1,South,East South Central,TN,non-metropolitan,0,0,0,0,0
20190101191807,4314338.145322,White,34,Employed-At work,Male,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101191828,7979070.485597,White,73,Employed-At work,Male,1,2019,socializing,1,Midwest,West North Central,MO,non-metropolitan,0,0,0,0,0
20190101191850,1964457.630135,White,65,Employed-At work,Female,1,2019,socializing,1,South,East South Central,TN,metropolitan,28940,0,0,0,0
20190101191863,2036928.459427,White,37,Unemployed-Looking,Female,1,2019,socializing,1,West,Pacific,CA,metropolitan,42200,83,0,0,0
20190101191878,26647458.745847,White,50,Retired,Female,3,2019,socializing,1,South,South Atlantic,WV,non-metropolitan,0,0,30,0.5,13323729.3729235
20190101191892,8398701.978031,White,44,Retired,Female,4,2019,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,45,0.75,6299026.48352325
20190101191903,19689263.479331,White,85,Retired,Female,4,2019,socializing,1,Midwest,East North Central,MI,metropolitan,0,0,5,0.08333333333333333,1640771.9566109166
20190101191934,14405258.216705,White,36,Employed-At work,Female,2,2019,socializing,1,Midwest,West North Central,MN,non-metropolitan,0,0,45,0.75,10803943.66252875
20190101191955,10759875.946693,Black,77,Retired,Male,3,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101192000,16700347.757182,White,78,Retired,Male,2,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101192011,25290666.098865,White,57,Retired,Male,2,2019,socializing,1,South,South Atlantic,MD,metropolitan,47900,17,0,0,0
20190101192038,14510232.551638,White,49,Retired,Female,5,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101192084,1991827.856797,White,73,Retired,Female,1,2019,socializing,1,South,West South Central,TX,metropolitan,18580,0,0,0,0
20190101192090,1689099.11021,White,80,Retired,Female,1,2019,socializing,1,West,Mountain,AZ,metropolitan,46060,19,390,6.5,10979144.216365
20190101192120,13734504.620953,Black,32,Employed-At work,Female,2,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101192121,6604077.224229,American Indian,29,Employed-At work,Male,5,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101192137,12208323.225743,White,28,Employed-At work,Female,5,2019,socializing,1,Midwest,East North Central,MI,metropolitan,28020,0,0,0,0
20190101192143,7563263.53096,White,78,Retired,Female,2,2019,socializing,1,West,Pacific,CA,metropolitan,31080,59,0,0,0
20190101192161,6740728.646608,White,66,Retired,Female,2,2019,socializing,1,Midwest,East North Central,WI,metropolitan,33340,0,20,0.3333333333333333,2246909.548869333
20190101192173,7811031.179203,White,61,Employed-At work,Female,4,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,61,0,0,0
20190101192195,50453120.766406,White,26,Employed-At work,Female,2,2019,socializing,1,South,South Atlantic,GA,metropolitan,12060,117,0,0,0
20190101192202,30357689.082408,White,45,Employed-Absent,Female,4,2019,socializing,1,West,Pacific,CA,metropolitan,31080,37,0,0,0
20190101192282,7210691.325657,Black,75,Retired,Female,2,2019,socializing,1,South,West South Central,AR,metropolitan,30780,0,0,0,0
20190101192316,5902565.692042,White,60,Employed-At work,Male,2,2019,socializing,1,Midwest,West North Central,NE,non-metropolitan,0,0,0,0,0
20190101192325,13536278.99019,White,39,Employed-At work,Female,5,2019,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,0,0,0
20190101192407,7565753.670797,White,59,Retired,Male,1,2019,socializing,1,West,Pacific,CA,metropolitan,31080,37,0,0,0
20190101192424,16060070.705816,American Indian,65,Retired,Male,2,2019,socializing,1,South,South Atlantic,NC,non-metropolitan,0,155,0,0,0
20190101192460,7523790.635488,White,41,Employed-At work,Male,3,2019,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,27,0,0,0
20190101192482,8428150.682897,White,32,Employed-At work,Male,2,2019,socializing,1,South,East South Central,KY,metropolitan,31140,111,0,0,0
20190101192485,9628544.417478,White,55,Employed-At work,Female,4,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190101192504,4289802.322858,White,68,Employed-At work,Female,4,2019,socializing,1,South,South Atlantic,MD,metropolitan,12580,0,0,0,0
20190110180684,36076675.430025,White,37,Retired,Female,4,2019,socializing,1,South,West South Central,TX,metropolitan,15180,61,0,0,0
20190110181835,19276654.427899,White,41,Employed-At work,Male,3,2019,socializing,1,Midwest,West North Central,KS,metropolitan,45820,0,0,0,0
20190111180022,2305131.067106,White,30,Employed-At work,Female,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,135,2.25,5186544.900988501
20190111180065,3320074.054978,Black,48,Employed-At work,Male,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,45,0.75,2490055.5412335
20190111180069,5519244.880191,Black,63,Employed-At work,Female,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111180093,12243799.524934,Black,39,Retired,Female,2,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,47,5,0.08333333333333333,1020316.6270778333
20190111180126,16754424.530341,Black,39,Unemployed-Looking,Female,4,2019,socializing,NA,NA,NA,NA,NA,NA,NA,12,0.2,3350884.9060682002
20190111180132,3724694.717223,2+ races,36,Employed-At work,Male,1,2019,socializing,1,South,West South Central,TX,metropolitan,26420,0,0,0,0
20190111180151,2490491.791622,White,32,Employed-At work,Male,1,2019,socializing,1,Northeast,New England,MA,metropolitan,14460,17,0,0,0
20190111180540,17458118.891416,White,57,Employed-At work,Female,2,2019,socializing,1,West,Pacific,CA,metropolitan,31080,59,0,0,0
20190111180550,13987745.155197,White,67,Retired,Female,2,2019,socializing,1,South,West South Central,TX,metropolitan,12420,0,0,0,0
20190111180554,33882780.419847,2+ races,16,Retired,Female,2,2019,socializing,1,West,Pacific,CA,non-metropolitan,0,0,0,0,0
20190111180555,6772968.732517,Black,60,Employed-At work,Female,3,2019,socializing,1,South,East South Central,MS,metropolitan,27140,0,170,2.8333333333333335,19190078.075464834
20190111180558,24820073.564369,White,54,Employed-At work,Male,5,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111180567,10766714.937888,Black,55,Retired,Male,1,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,81,0,0,0
20190111180579,9341055.233106,Black,44,Employed-At work,Female,3,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111180586,2662333.038894,Black,67,Retired,Female,2,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111180613,3584770.912686,White,46,Employed-At work,Male,7,2019,socializing,1,South,South Atlantic,GA,non-metropolitan,0,0,0,0,0
20190111180624,14201083.288697,Asian,28,Employed-At work,Female,4,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,38300,3,0,0,0
20190111180626,921697.665606,White,52,Employed-At work,Female,1,2019,socializing,1,South,West South Central,LA,metropolitan,0,0,308,5.133333333333334,4731381.3501108
20190111180629,6041041.511767,White,37,Employed-At work,Female,1,2019,socializing,1,Midwest,West North Central,MO,metropolitan,28140,0,0,0,0
20190111180643,54091866.586546,White,25,Employed-At work,Female,5,2019,socializing,1,Midwest,West North Central,MO,metropolitan,41180,189,0,0,0
20190111180646,13597122.265705,White,17,Employed-At work,Female,3,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111180650,4364567.732601,White,43,Employed-Absent,Female,1,2019,socializing,1,West,Mountain,UT,metropolitan,36260,0,0,0,0
20190111180658,3658059.647089,White,46,Employed-At work,Female,1,2019,socializing,1,South,South Atlantic,NC,metropolitan,24660,0,0,0,0
20190111180724,8247696.231435,White,25,Employed-Absent,Female,7,2019,socializing,1,Midwest,East North Central,IN,metropolitan,23060,0,0,0,0
20190111180731,8162287.707324,White,47,Employed-At work,Male,2,2019,socializing,1,South,West South Central,TX,metropolitan,26420,0,0,0,0
20190111180774,3149361.329408,White,44,Retired,Female,7,2019,socializing,1,Midwest,West North Central,KS,metropolitan,48620,173,120,2,6298722.658816
20190111180809,2790548.523561,White,51,Employed-At work,Male,1,2019,socializing,1,South,South Atlantic,WV,non-metropolitan,0,0,0,0,0
20190111180814,71609606.469287,Asian,24,Employed-At work,Male,5,2019,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,13,0,0,0
20190111180816,9574321.523004,Black,44,Employed-At work,Male,3,2019,socializing,1,South,East South Central,TN,metropolitan,32820,0,0,0,0
20190111180829,2101877.209884,White,68,Retired,Female,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111180834,5369679.985065,White,20,Employed-At work,Male,1,2019,socializing,1,West,Pacific,CA,metropolitan,31080,37,82,1.3666666666666667,7338562.646255501
20190111180874,4169975.269865,White,44,Employed-At work,Female,1,2019,socializing,1,South,East South Central,KY,non-metropolitan,0,0,150,2.5,10424938.1746625
20190111180892,2819354.539622,White,26,Employed-At work,Male,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111180895,3397617.550246,White,40,Employed-At work,Male,4,2019,socializing,1,West,Pacific,CA,metropolitan,42220,97,0,0,0
20190111180913,3157892.203093,White,74,Retired,Female,7,2019,socializing,1,Midwest,East North Central,MI,metropolitan,0,0,55,0.9166666666666666,2894734.5195019166
20190111180918,3098657.485733,White,61,Retired,Female,1,2019,socializing,1,South,East South Central,MS,non-metropolitan,0,0,0,0,0
20190111180960,16485248.771016,White,80,Employed-At work,Female,5,2019,socializing,1,West,Mountain,UT,metropolitan,41100,53,0,0,0
20190111181010,7276582.889773,White,54,Retired,Female,1,2019,socializing,1,West,Mountain,NM,metropolitan,29740,13,0,0,0
20190111181041,1436205.008125,White,39,Employed-At work,Female,1,2019,socializing,1,Northeast,New England,CT,metropolitan,14860,1,10,0.16666666666666666,239367.50135416666
20190111181048,10482256.587992,White,58,Unemployed-Looking,Male,2,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181056,4382070.300891,White,38,Employed-Absent,Female,1,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,38300,125,140,2.3333333333333335,10224830.702079
20190111181070,9295424.683451,Black,75,Retired,Female,1,2019,socializing,1,South,South Atlantic,NC,non-metropolitan,0,0,0,0,0
20190111181072,45279495.217099,White,38,Employed-At work,Male,2,2019,socializing,1,West,Pacific,CA,metropolitan,40140,0,0,0,0
20190111181088,2302104.768236,White,66,Employed-Absent,Male,1,2019,socializing,1,South,West South Central,TX,non-metropolitan,0,0,0,0,0
20190111181093,11148769.142553,White,28,Employed-At work,Male,4,2019,socializing,1,South,West South Central,OK,not identified,0,0,0,0,0
20190111181097,7115775.594715,White,41,Employed-At work,Male,3,2019,socializing,1,West,Mountain,AZ,metropolitan,38060,13,0,0,0
20190111181099,4085654.324347,White,41,Employed-At work,Female,1,2019,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,3,110,1.8333333333333333,7490366.261302833
20190111181108,6254367.719795,White,69,Retired,Female,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181119,5405404.818777,White,68,Retired,Female,3,2019,socializing,1,South,South Atlantic,MD,metropolitan,47900,0,0,0,0
20190111181139,4846070.207037,White,32,Employed-At work,Female,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181153,6140681.260731,Black,52,Employed-At work,Female,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181154,4191765.216924,White,27,Employed-At work,Female,7,2019,socializing,1,West,Mountain,NM,non-metropolitan,0,0,0,0,0
20190111181155,36543277.530896,White,17,Employed-At work,Female,3,2019,socializing,NA,NA,NA,NA,NA,NA,NA,5,0.08333333333333333,3045273.1275746664
20190111181159,8520535.812476,White,24,Employed-At work,Female,1,2019,socializing,1,Midwest,East North Central,IN,metropolitan,26900,0,30,0.5,4260267.906238
20190111181160,3695595.735135,White,56,Retired,Female,1,2019,socializing,1,South,East South Central,TN,non-metropolitan,0,0,0,0,0
20190111181171,5650870.072902,White,50,Employed-At work,Female,4,2019,socializing,1,Northeast,New England,CT,metropolitan,35300,9,0,0,0
20190111181184,15064694.931317,White,16,Retired,Male,1,2019,socializing,1,South,South Atlantic,VA,metropolitan,49020,0,0,0,0
20190111181188,5273092.509491,Black,70,Retired,Female,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,60,1,5273092.509491
20190111181201,6672229.618373,White,43,Employed-At work,Male,7,2019,socializing,1,West,Mountain,AZ,metropolitan,38060,13,0,0,0
20190111181206,5965154.898151,White,40,Employed-At work,Female,2,2019,socializing,1,South,East South Central,KY,metropolitan,30460,67,15,0.25,1491288.72453775
20190111181208,7894098.88102,White,52,Employed-At work,Female,6,2019,socializing,1,West,Pacific,CA,metropolitan,23420,19,0,0,0
20190111181214,5158182.461114,White,35,Employed-At work,Male,1,2019,socializing,1,Midwest,East North Central,OH,metropolitan,45780,0,0,0,0
20190111181257,3230977.556987,Black,30,Employed-Absent,Female,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181260,38016019.486955,White,17,Retired,Female,3,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,119,15,0.25,9504004.87173875
20190111181263,9117903.153628,White,18,Retired,Female,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,95,1.5833333333333333,14436679.993244331
20190111181264,2674660.679843,White,39,Employed-At work,Male,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,30,0.5,1337330.3399215
20190111181289,6244934.82645,White,35,Employed-At work,Male,5,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181290,6917503.210422,Black,36,Employed-At work,Female,3,2019,socializing,1,Midwest,East North Central,IN,metropolitan,26900,63,0,0,0
20190111181312,8638325.973539,White,15,Retired,Male,1,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,37980,29,0,0,0
20190111181315,10955242.497434,White,29,Retired,Female,3,2019,socializing,1,West,Mountain,NM,metropolitan,10740,1,0,0,0
20190111181331,20939698.883974,White,25,Employed-At work,Male,6,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181347,3543425.755325,White,35,Retired,Male,1,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,47,0,0,0
20190111181359,2293095.184528,White,35,Retired,Female,7,2019,socializing,1,Midwest,West North Central,MO,metropolitan,41180,99,60,1,2293095.184528
20190111181392,47821465.560524,White,57,Employed-At work,Male,3,2019,socializing,1,South,West South Central,TX,metropolitan,29700,479,180,3,143464396.68157202
20190111181404,5593367.04789,White,71,Retired,Male,4,2019,socializing,1,Midwest,East North Central,OH,non-metropolitan,0,0,0,0,0
20190111181418,9262159.746627,White,26,Employed-At work,Male,6,2019,socializing,1,South,East South Central,AL,metropolitan,13820,0,0,0,0
20190111181436,27295353.522446,White,55,Employed-At work,Male,4,2019,socializing,1,South,West South Central,TX,metropolitan,26420,0,0,0,0
20190111181438,2363588.668678,White,44,Employed-At work,Male,7,2019,socializing,1,Midwest,West North Central,ND,metropolitan,22020,0,0,0,0
20190111181439,3750384.636414,White,32,Employed-At work,Female,1,2019,socializing,1,West,Mountain,UT,metropolitan,41620,0,0,0,0
20190111181440,37902669.683211,White,25,Employed-At work,Male,1,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,29540,71,260,4.333333333333333,164244901.96058097
20190111181441,1860826.092792,White,67,Employed-At work,Male,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181460,18640003.708378,White,16,Retired,Male,2,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,99,20,0.3333333333333333,6213334.569459332
20190111181490,15035751.984801,White,43,Employed-At work,Female,4,2019,socializing,1,Midwest,East North Central,MI,metropolitan,24340,81,0,0,0
20190111181501,9613097.204111,Black,79,Retired,Female,3,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181507,37208638.612537,White,51,Retired,Male,6,2019,socializing,1,West,Mountain,NV,metropolitan,29820,3,0,0,0
20190111181599,6280266.663974,Black,41,Employed-At work,Male,1,2019,socializing,1,Northeast,New England,MA,metropolitan,14460,25,90,1.5,9420399.995961
20190111181607,5484317.987141,White,59,Employed-Absent,Female,5,2019,socializing,1,South,West South Central,TX,non-metropolitan,0,0,10,0.16666666666666666,914052.9978568333
20190111181608,17394660.647093,White,36,Employed-At work,Female,4,2019,socializing,1,South,West South Central,TX,metropolitan,26420,0,5,0.08333333333333333,1449555.0539244167
20190111181610,24740702.111518,White,26,Unemployed-Looking,Male,2,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,38300,3,0,0,0
20190111181616,10962749.997151,White,21,Employed-At work,Male,1,2019,socializing,1,South,West South Central,AR,metropolitan,22220,0,90,1.5,16444124.9957265
20190111181648,5789351.942356,White,16,Retired,Male,1,2019,socializing,1,Midwest,East North Central,IL,metropolitan,40420,0,0,0,0
20190111181649,32734276.337437,White,42,Employed-At work,Male,2,2019,socializing,1,West,Pacific,CA,metropolitan,31080,37,15,0.25,8183569.08435925
20190111181653,3930938.666561,White,80,Retired,Female,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181654,3434987.569845,Asian,38,Employed-At work,Male,1,2019,socializing,1,Midwest,West North Central,MO,metropolitan,0,0,40,0.6666666666666666,2289991.71323
20190111181668,4827364.873144,White,31,Retired,Female,7,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,99,120,2,9654729.746288
20190111181682,25627224.007063,White,49,Employed-At work,Male,6,2019,socializing,1,South,South Atlantic,FL,metropolitan,33100,99,13,0.21666666666666667,5552565.201530317
20190111181693,41490698.041887,White,40,Employed-At work,Male,2,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181712,7347147.692921,2+ races,76,Retired,Male,3,2019,socializing,1,West,Pacific,CA,metropolitan,40900,113,0,0,0
20190111181740,19145338.941493,White,47,Employed-At work,Male,2,2019,socializing,1,West,Pacific,WA,metropolitan,42660,0,0,0,0
20190111181744,7059526.486926,White,53,Employed-At work,Male,2,2019,socializing,1,Northeast,New England,VT,non-metropolitan,0,0,0,0,0
20190111181750,8579285.9645,White,43,Employed-At work,Female,2,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,49620,133,0,0,0
20190111181766,7910419.280805,Black,74,Employed-At work,Male,7,2019,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,0,0,0
20190111181772,11848163.119789,White,43,Employed-At work,Male,2,2019,socializing,1,Northeast,New England,ME,metropolitan,38860,5,0,0,0
20190111181793,7182940.331548,White,23,Employed-At work,Male,1,2019,socializing,1,South,South Atlantic,FL,metropolitan,36740,95,0,0,0
20190111181807,7142674.179177,White,47,Employed-At work,Male,1,2019,socializing,1,West,Pacific,WA,metropolitan,44060,0,0,0,0
20190111181834,7899627.950736,White,35,Retired,Female,4,2019,socializing,1,South,South Atlantic,FL,metropolitan,45300,57,0,0,0
20190111181844,24244409.879139,Asian,24,Retired,Female,5,2019,socializing,1,West,Pacific,CA,metropolitan,31080,37,0,0,0
20190111181861,1579099.065467,White,41,Employed-At work,Female,1,2019,socializing,1,South,South Atlantic,FL,metropolitan,33100,86,0,0,0
20190111181869,10581403.495553,White,39,Employed-At work,Male,2,2019,socializing,NA,NA,NA,NA,NA,NA,NA,85,1.4166666666666667,14990321.618700083
20190111181881,14640434.69578,Hawaiian/Pacific Islander,25,Employed-At work,Male,3,2019,socializing,1,West,Mountain,CO,non-metropolitan,0,0,0,0,0
20190111181887,7356927.406101,White,41,Employed-At work,Male,5,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190111181893,7746820.159999,2+ races,53,Employed-At work,Female,2,2019,socializing,1,West,Mountain,AZ,metropolitan,38060,13,0,0,0
