TUCASEID,weight,race,age,labor_force_status,sex,day,year,category,TULINENO,region,division,state,metro_status,metro_area,county,category_sum_min,category_sum_hour,category_sum_hour_weight
20190404191013,3921392.803608,Black,65,Retired,Female,7,2019,socializing,1,South,South Atlantic,VA,metropolitan,47260,700,30,0.5,1960696.401804
20190404191033,7624091.634164,White,31,Employed-At work,Female,4,2019,socializing,1,West,Mountain,NM,metropolitan,42140,49,0,0,0
20190404191042,11166748.490202,Black,30,Employed-At work,Female,4,2019,socializing,1,South,South Atlantic,MD,metropolitan,47900,33,0,0,0
20190404191059,13936623.92735,White,80,Retired,Female,6,2019,socializing,1,Midwest,West North Central,MO,metropolitan,0,0,0,0,0
20190404191070,14588727.932597,Black,50,Retired,Male,1,2019,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,39,0,0,0
20190404191089,10453042.776107,White,44,Employed-At work,Male,7,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,38300,3,15,0.25,2613260.69402675
20190404191103,2782797.853752,White,74,Retired,Male,1,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,59,445,7.416666666666667,20639084.081994
20190404191104,13049903.36414,White,39,Employed-At work,Male,3,2019,socializing,1,South,South Atlantic,GA,metropolitan,42340,0,0,0,0
20190404191105,27423702.313668,White,38,Employed-At work,Male,6,2019,socializing,1,South,South Atlantic,GA,metropolitan,12060,135,0,0,0
20190404191107,37798387.909743,White,57,Retired,Male,3,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,99,0,0,0
20190404191122,4885426.030859,Black,68,Employed-At work,Female,3,2019,socializing,1,Midwest,East North Central,IN,metropolitan,26900,0,0,0,0
20190404191157,9642073.544686,White,29,Employed-At work,Female,1,2019,socializing,1,Midwest,East North Central,IL,non-metropolitan,0,0,0,0,0
20190404191163,7532493.178942,Black,35,Employed-At work,Male,7,2019,socializing,1,West,Mountain,AZ,metropolitan,38060,13,0,0,0
20190404191169,10653551.793688,White,45,Employed-At work,Male,7,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,47,0,0,0
20190404191176,18243516.426838,White,24,Employed-At work,Female,4,2019,socializing,1,South,South Atlantic,SC,non-metropolitan,0,0,0,0,0
20190404191207,7019650.230979,White,66,Retired,Female,5,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,0,75,1.25,8774562.78872375
20190404191210,31704459.906794,White,43,Retired,Male,2,2019,socializing,NA,NA,NA,NA,NA,NA,NA,180,3,95113379.720382
20190404191214,7132240.53017,White,52,Retired,Female,7,2019,socializing,1,South,East South Central,AL,non-metropolitan,0,0,447,7.45,53135191.9497665
20190404191228,1581231.093444,White,80,Retired,Female,1,2019,socializing,1,West,Mountain,NV,metropolitan,29820,3,0,0,0
20190404191231,8055922.115571,Black,68,Employed-At work,Female,3,2019,socializing,1,South,East South Central,KY,metropolitan,0,0,0,0,0
20190404191243,4145627.616721,White,68,Employed-At work,Female,1,2019,socializing,1,Midwest,West North Central,NE,metropolitan,36540,55,140,2.3333333333333335,9673131.105682334
20190404191258,10175529.457611,White,67,Retired,Male,3,2019,socializing,1,South,South Atlantic,VA,metropolitan,13980,0,0,0,0
20190404191262,8165223.884513,Black,61,Retired,Female,1,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,81,170,2.8333333333333335,23134801.006120168
20190404191264,11412385.133034,White,69,Employed-At work,Male,5,2019,socializing,1,South,South Atlantic,VA,non-metropolitan,0,0,0,0,0
20190404191265,3498668.199222,White,85,Retired,Female,1,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,29540,71,0,0,0
20190404191267,4523796.778919,White,35,Employed-At work,Male,1,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,125,0,0,0
20190404191272,2751628.492706,White,70,Retired,Female,1,2019,socializing,1,Midwest,East North Central,OH,non-metropolitan,0,0,0,0,0
20190404191291,1990877.55015,White,74,Retired,Female,1,2019,socializing,1,West,Mountain,ID,metropolitan,0,0,0,0,0
20190404191303,2793734.039043,White,30,Employed-At work,Female,1,2019,socializing,1,South,West South Central,AR,non-metropolitan,0,0,0,0,0
20190404191309,3601451.399172,White,85,Retired,Female,1,2019,socializing,1,Midwest,East North Central,OH,non-metropolitan,0,0,145,2.4166666666666665,8703507.547999
20190404191339,30623878.172417,White,31,Employed-At work,Female,3,2019,socializing,1,South,West South Central,TX,metropolitan,48660,485,0,0,0
20190404191361,10524322.553097,White,64,Retired,Male,3,2019,socializing,1,Northeast,New England,MA,metropolitan,14460,17,0,0,0
20190404191388,10909766.777234,Black,47,Unemployed-Looking,Male,2,2019,socializing,NA,NA,NA,NA,NA,NA,NA,15,0.25,2727441.6943085
20190404191396,9559816.379931,White,58,Unemployed-Looking,Female,2,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,38300,3,0,0,0
20190404191398,2455444.851593,White,62,Employed-At work,Female,1,2019,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,0,0,0
20190404191400,8191917.566499,White,42,Employed-At work,Female,3,2019,socializing,1,West,Pacific,OR,metropolitan,0,0,60,1,8191917.566499
20190404191408,3793966.497717,White,37,Employed-At work,Male,1,2019,socializing,1,West,Pacific,OR,metropolitan,13460,17,0,0,0
20190404191434,6628499.699567,White,65,Employed-At work,Male,7,2019,socializing,1,West,Pacific,CA,metropolitan,41860,75,0,0,0
20190404191446,2200284.27463,White,63,Employed-At work,Female,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,645,10.75,23653055.952272497
20190404191476,20872399.715089,White,32,Employed-At work,Male,6,2019,socializing,1,Midwest,East North Central,IL,non-metropolitan,0,0,0,0,0
20190404191492,2197888.486149,White,62,Employed-At work,Male,1,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,163,0,0,0
20190404191494,2339079.299646,White,66,Retired,Female,1,2019,socializing,1,West,Mountain,AZ,metropolitan,38060,13,90,1.5,3508618.949469
20190404191496,16073907.571317,Asian,62,Employed-At work,Female,4,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190404191501,7651916.694324,White,34,Retired,Female,1,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,99,300,5,38259583.47162
20190404191512,11141035.465245,White,78,Retired,Male,5,2019,socializing,1,South,West South Central,AR,non-metropolitan,0,0,0,0,0
20190404191514,2558865.458234,White,68,Retired,Female,1,2019,socializing,1,South,South Atlantic,MD,metropolitan,47900,31,30,0.5,1279432.729117
20190404191515,4318305.902777,White,35,Employed-At work,Female,1,2019,socializing,1,Midwest,West North Central,KS,metropolitan,48620,173,0,0,0
20190404191532,7479871.535869,White,64,Retired,Male,6,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190404191542,6926065.108377,White,48,Employed-At work,Male,7,2019,socializing,1,South,South Atlantic,DE,metropolitan,37980,3,0,0,0
20190404191543,3012646.40712,White,49,Retired,Female,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190404191547,13457493.156285,White,60,Retired,Female,3,2019,socializing,1,Northeast,New England,ME,non-metropolitan,0,0,102,1.7,22877738.365684498
20190404191549,1676845.35202,White,74,Retired,Female,7,2019,socializing,1,Midwest,West North Central,MN,metropolitan,33460,123,0,0,0
20190404191555,9944627.743016,White,43,Employed-At work,Female,3,2019,socializing,1,West,Pacific,CA,metropolitan,41740,73,45,0.75,7458470.807262001
20190404191568,8721022.607843,White,50,Employed-Absent,Male,5,2019,socializing,1,South,South Atlantic,FL,metropolitan,33100,11,0,0,0
20190404191571,24376497.131601,White,41,Employed-At work,Male,3,2019,socializing,1,Northeast,Middle Atlantic,PA,non-metropolitan,0,0,0,0,0
20190404191607,11953271.382196,White,36,Employed-At work,Female,6,2019,socializing,1,Midwest,East North Central,OH,metropolitan,17460,0,83,1.3833333333333333,16535358.745371133
20190404191626,10058100.094902,White,63,Retired,Female,4,2019,socializing,1,South,East South Central,KY,metropolitan,30460,67,0,0,0
20190404191637,12594688.545726,Black,49,Employed-At work,Female,3,2019,socializing,1,South,South Atlantic,SC,metropolitan,43900,83,150,2.5,31486721.364315
20190404191644,19221056.497656,White,67,Retired,Male,3,2019,socializing,1,South,South Atlantic,GA,metropolitan,16860,0,40,0.6666666666666666,12814037.665103998
20190404191668,18608081.115922,Asian,25,Employed-At work,Male,2,2019,socializing,1,South,West South Central,TX,metropolitan,26420,0,0,0,0
20190404191688,7089691.597073,White,38,Retired,Female,7,2019,socializing,1,South,South Atlantic,FL,metropolitan,45300,57,0,0,0
20190404191701,27893799.374188,Black,47,Employed-At work,Female,3,2019,socializing,1,South,South Atlantic,GA,metropolitan,17980,0,0,0,0
20190404191705,31950002.361497,White,42,Employed-At work,Male,3,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,81,0,0,0
20190404191728,4204715.017189,White,29,Retired,Female,1,2019,socializing,1,Midwest,East North Central,MI,metropolitan,33780,115,260,4.333333333333333,18220431.74115233
20190404191752,4154092.299877,White,60,Employed-At work,Male,1,2019,socializing,1,Midwest,East North Central,WI,non-metropolitan,0,0,300,5,20770461.499385
20190404191768,9012306.906649,Black,80,Retired,Female,2,2019,socializing,1,South,West South Central,LA,non-metropolitan,0,0,0,0,0
20190404191779,29817183.111589,Black,24,Employed-At work,Female,6,2019,socializing,1,South,South Atlantic,MD,metropolitan,12580,510,132,2.2,65597802.845495805
20190404191814,6868462.363352,Asian,46,Employed-At work,Male,2,2019,socializing,1,West,Pacific,CA,metropolitan,31080,37,0,0,0
20190404191822,3605118.960216,Black,29,Employed-At work,Male,1,2019,socializing,1,South,South Atlantic,VA,metropolitan,40060,0,0,0,0
20190404191859,4953464.648695,White,37,Unemployed-Looking,Female,7,2019,socializing,1,South,South Atlantic,FL,metropolitan,33100,86,0,0,0
20190404191899,1948406.514576,White,71,Retired,Female,7,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,5,450,7.5,14613048.85932
20190404191908,12257982.541187,White,80,Retired,Male,2,2019,socializing,1,Midwest,West North Central,MN,metropolitan,0,0,0,0,0
20190404191924,10079513.355636,Asian,55,Unemployed-Looking,Female,2,2019,socializing,NA,NA,NA,NA,NA,NA,NA,40,0.6666666666666666,6719675.570424
20190404191934,4143013.403376,White,52,Employed-At work,Female,6,2019,socializing,1,West,Mountain,AZ,metropolitan,46060,19,0,0,0
20190404191938,10063357.086549,White,69,Retired,Male,2,2019,socializing,1,South,West South Central,TX,metropolitan,19100,0,0,0,0
20190404191945,3662150.258892,White,65,Retired,Male,3,2019,socializing,1,South,West South Central,OK,not identified,0,0,0,0,0
20190404191949,4033491.851645,White,52,Employed-At work,Male,5,2019,socializing,1,Midwest,East North Central,WI,metropolitan,16980,59,0,0,0
20190404191957,3768134.344164,White,49,Employed-At work,Male,1,2019,socializing,1,West,Mountain,NV,metropolitan,29820,3,30,0.5,1884067.172082
20190404192014,3318342.815224,White,61,Employed-At work,Female,1,2019,socializing,1,Northeast,New England,MA,metropolitan,14460,9,150,2.5,8295857.038059999
20190404192016,11433791.488956,White,68,Employed-At work,Female,2,2019,socializing,1,Midwest,East North Central,OH,metropolitan,18140,0,135,2.25,25726030.850151002
20190404192029,24448358.17246,White,85,Retired,Female,2,2019,socializing,1,Midwest,East North Central,IL,metropolitan,41180,163,0,0,0
20190404192039,10343225.112597,White,64,Employed-At work,Female,2,2019,socializing,1,Northeast,New England,NH,non-metropolitan,0,0,15,0.25,2585806.27814925
20190404192045,8004827.240956,White,43,Employed-At work,Female,3,2019,socializing,1,South,East South Central,TN,non-metropolitan,0,0,0,0,0
20190404192050,6105474.379322,White,60,Retired,Female,5,2019,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,31,0,0,0
20190404192059,6067068.291098,White,85,Retired,Female,2,2019,socializing,1,South,South Atlantic,FL,metropolitan,45300,101,195,3.25,19717971.9460685
20190404192109,3437260.33042,White,48,Retired,Male,7,2019,socializing,1,West,Pacific,WA,metropolitan,38900,0,90,1.5,5155890.49563
20190404192112,11026271.636727,Black,65,Retired,Male,3,2019,socializing,1,South,South Atlantic,MD,metropolitan,12580,510,0,0,0
20190404192135,3742710.430815,White,62,Employed-At work,Male,1,2019,socializing,1,West,Mountain,UT,metropolitan,39340,0,120,2,7485420.86163
20190404192139,1556136.409686,White,60,Employed-At work,Female,1,2019,socializing,1,South,South Atlantic,VA,metropolitan,47900,0,150,2.5,3890341.024215
20190404192146,2412158.093005,White,46,Employed-At work,Male,1,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,85,0,0,0
20190404192152,18996355.654792,White,33,Employed-At work,Male,5,2019,socializing,1,South,West South Central,TX,metropolitan,26420,0,45,0.75,14247266.741094
20190404192173,3455831.823808,Black,43,Employed-At work,Male,1,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,61,0,0,0
20190404192176,4247381.273524,White,46,Employed-At work,Female,1,2019,socializing,1,South,West South Central,OK,metropolitan,36420,0,0,0,0
20190404192187,2250394.917672,White,68,Retired,Male,1,2019,socializing,1,South,South Atlantic,SC,metropolitan,24860,0,0,0,0
20190404192219,9714286.111107,White,67,Employed-At work,Male,3,2019,socializing,1,Midwest,West North Central,MO,metropolitan,41180,0,0,0,0
20190404192221,8651907.431865,White,71,Employed-At work,Male,2,2019,socializing,1,South,South Atlantic,WV,metropolitan,26580,0,0,0,0
20190404192225,23034999.546849,White,26,Employed-At work,Male,2,2019,socializing,1,Midwest,East North Central,IN,metropolitan,16980,0,2,0.03333333333333333,767833.3182283001
20190404192226,31250636.51733,White,21,Employed-At work,Female,2,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,21500,49,0,0,0
20190404192229,15502744.38547,White,70,Employed-At work,Female,3,2019,socializing,1,South,South Atlantic,GA,metropolitan,12060,0,0,0,0
20190404192234,11294454.45371,White,39,Employed-At work,Female,3,2019,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,47220,11,0,0,0
20190404192257,6180722.483146,White,66,Employed-At work,Male,3,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,37980,101,0,0,0
20190404192283,7052901.259273,White,45,Employed-At work,Male,1,2019,socializing,1,South,East South Central,KY,metropolitan,31140,0,180,3,21158703.777819
20190404192293,4254243.057062,White,52,Retired,Male,1,2019,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,325,5.416666666666667,23043816.559085835
20190404192314,3955949.314223,White,77,Retired,Male,1,2019,socializing,1,Midwest,West North Central,NE,metropolitan,0,0,0,0,0
20190404192317,3642434.875644,White,36,Retired,Female,1,2019,socializing,1,South,South Atlantic,MD,metropolitan,47900,31,45,0.75,2731826.1567329997
20190404192319,2402224.486761,Black,63,Employed-At work,Male,7,2019,socializing,1,South,South Atlantic,SC,non-metropolitan,0,0,45,0.75,1801668.36507075
20190404192348,5769112.937937,White,73,Retired,Male,7,2019,socializing,1,West,Mountain,CO,metropolitan,17820,0,5,0.08333333333333333,480759.41149474995
20190404192367,15696278.581346,White,80,Retired,Female,5,2019,socializing,1,West,Pacific,CA,metropolitan,23420,19,0,0,0
20190404192369,2199460.582641,White,85,Retired,Female,7,2019,socializing,1,South,South Atlantic,VA,metropolitan,47260,0,0,0,0
20190404192391,18248854.052932,Black,15,Unemployed-Looking,Male,3,2019,socializing,1,South,East South Central,MS,non-metropolitan,0,0,0,0,0
20190404192399,23036980.032114,White,47,Retired,Male,2,2019,socializing,1,South,West South Central,TX,metropolitan,41700,0,60,1,23036980.032114
20190404192404,2934418.157077,White,60,Retired,Female,1,2019,socializing,1,South,South Atlantic,NC,metropolitan,39580,0,30,0.5,1467209.0785385
20190404192407,5040536.135182,White,77,Retired,Male,7,2019,socializing,1,Northeast,Middle Atlantic,PA,non-metropolitan,0,0,0,0,0
20190404192433,18522087.212231,White,66,Employed-At work,Male,2,2019,socializing,NA,NA,NA,NA,NA,NA,NA,40,0.6666666666666666,12348058.141487332
20190404192434,18984695.088591,White,58,Employed-At work,Female,2,2019,socializing,1,Northeast,Middle Atlantic,NJ,metropolitan,35620,0,0,0,0
20190404192440,6966564.035954,White,55,Employed-At work,Female,7,2019,socializing,1,South,West South Central,TX,metropolitan,19100,0,73,1.2166666666666666,8475986.243744032
20190404192466,5843978.27953,White,31,Retired,Female,4,2019,socializing,1,South,East South Central,TN,metropolitan,32820,0,0,0,0
20190404192492,1404220.068568,Black,77,Unemployed-Looking,Female,1,2019,socializing,1,South,East South Central,KY,metropolitan,31140,111,70,1.1666666666666667,1638256.7466626668
20190404192495,1774542.724969,Black,61,Retired,Female,1,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,99,75,1.25,2218178.40621125
20190404192505,2912246.09348,White,28,Employed-At work,Male,1,2019,socializing,1,South,East South Central,MS,metropolitan,27140,0,0,0,0
20190404192510,6981749.364824,2+ races,61,Retired,Female,1,2019,socializing,1,West,Pacific,CA,metropolitan,41740,73,0,0,0
20190404192511,7481423.268641,White,64,Employed-At work,Male,1,2019,socializing,1,South,South Atlantic,MD,metropolitan,12580,25,0,0,0
20190404192530,3631953.882971,White,33,Retired,Female,1,2019,socializing,1,South,South Atlantic,WV,metropolitan,0,0,0,0,0
20190404192537,4262773.667104,White,78,Retired,Male,1,2019,socializing,1,Midwest,West North Central,MN,metropolitan,33460,139,0,0,0
20190404192539,3062673.722173,Black,69,Retired,Male,1,2019,socializing,1,Midwest,East North Central,OH,metropolitan,18140,0,20,0.3333333333333333,1020891.2407243333
20190404192556,4724243.992309,White,44,Employed-At work,Male,1,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,10580,91,0,0,0
20190502190565,3932395.386943,Black,80,Retired,Female,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,180,3,11797186.160829
20190502190671,13685914.031395,Black,48,Employed-At work,Male,4,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,10900,0,0,0,0
20190502190699,5490251.148476,White,65,Retired,Female,7,2019,socializing,1,West,Mountain,AZ,metropolitan,46060,19,0,0,0
20190502190770,15957815.596851,Hawaiian/Pacific Islander,49,Employed-At work,Female,6,2019,socializing,1,West,Mountain,UT,metropolitan,41620,0,0,0,0
20190502190816,3667490.140643,White,43,Employed-At work,Female,7,2019,socializing,1,South,South Atlantic,NC,metropolitan,39580,0,0,0,0
20190502190860,5124625.938201,White,30,Employed-At work,Male,7,2019,socializing,1,South,South Atlantic,NC,metropolitan,0,0,0,0,0
20190502191278,4028391.548315,White,59,Employed-Absent,Male,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,180,3,12085174.644945
20190502191311,15164828.872166,White,66,Retired,Female,5,2019,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,0,0,0
20190502191442,14495433.726387,White,35,Employed-At work,Male,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,120,2,28990867.452774
20190502191525,9461953.530992,White,38,Retired,Male,1,2019,socializing,1,Midwest,East North Central,IL,metropolitan,16980,0,0,0,0
20190502191705,5446983.19736,White,30,Employed-At work,Male,1,2019,socializing,1,Midwest,West North Central,MN,non-metropolitan,0,0,0,0,0
20190503190013,3763896.941057,White,41,Employed-At work,Female,7,2019,socializing,1,South,South Atlantic,GA,metropolitan,12060,15,0,0,0
20190503190027,21544973.395694,White,45,Employed-At work,Female,5,2019,socializing,1,West,Pacific,CA,metropolitan,40140,0,9,0.15,3231746.0093540996
20190503190034,5968665.135346,White,65,Employed-At work,Female,5,2019,socializing,1,South,West South Central,TX,metropolitan,12420,0,15,0.25,1492166.2838365
20190503190069,15248211.168568,Asian,41,Employed-At work,Female,2,2019,socializing,1,South,South Atlantic,VA,metropolitan,47900,0,0,0,0
20190503190088,5649956.737295,Black,80,Retired,Female,4,2019,socializing,1,South,South Atlantic,FL,metropolitan,27260,0,0,0,0
20190503190089,7425668.81812,White,46,Employed-At work,Male,7,2019,socializing,1,West,Mountain,MT,non-metropolitan,0,0,0,0,0
20190503190101,15693054.31076,White,55,Employed-Absent,Male,4,2019,socializing,1,South,South Atlantic,FL,metropolitan,33100,11,585,9.75,153007279.52991
20190503190109,2387153.621824,White,45,Employed-At work,Female,1,2019,socializing,1,South,East South Central,AL,metropolitan,13820,0,0,0,0
20190503190112,5115515.094143,White,80,Retired,Female,2,2019,socializing,1,West,Pacific,CA,metropolitan,42020,79,120,2,10231030.188286
20190503190510,9490989.337504,White,56,Employed-At work,Female,5,2019,socializing,1,West,Pacific,OR,metropolitan,38900,0,20,0.3333333333333333,3163663.112501333
20190503190523,3770575.027441,White,28,Employed-At work,Female,7,2019,socializing,1,South,South Atlantic,WV,metropolitan,0,0,120,2,7541150.054882
20190503190531,3658856.332253,White,48,Employed-At work,Male,1,2019,socializing,1,West,Pacific,HI,metropolitan,46520,3,285,4.75,17379567.57820175
20190503190549,7986545.13048,White,36,Employed-At work,Male,6,2019,socializing,1,Midwest,East North Central,IN,non-metropolitan,0,0,0,0,0
20190503190553,3355119.569213,White,30,Employed-At work,Female,1,2019,socializing,1,Midwest,West North Central,NE,metropolitan,0,0,267,4.45,14930282.082997851
20190503190575,9527972.616777,White,25,Employed-At work,Female,7,2019,socializing,1,South,West South Central,OK,not identified,0,0,0,0,0
20190503190614,5483547.340461,2+ races,70,Retired,Female,6,2019,socializing,1,West,Pacific,OR,metropolitan,41420,0,132,2.2,12063804.149014201
20190503190627,22584394.366899,White,41,Employed-At work,Female,2,2019,socializing,1,Midwest,East North Central,MI,metropolitan,33780,115,0,0,0
20190503190652,2241347.859754,White,33,Retired,Female,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,120,2,4482695.719508
20190503190669,6309181.953844,Black,67,Retired,Female,4,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190503190673,5528566.522477,White,41,Employed-At work,Female,5,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,163,0,0,0
20190503190675,14927893.161602,Black,43,Retired,Female,4,2019,socializing,1,West,Pacific,CA,metropolitan,40140,0,15,0.25,3731973.2904005
20190503190678,32340640.765026,White,55,Employed-At work,Female,6,2019,socializing,1,South,South Atlantic,VA,metropolitan,40220,0,0,0,0
20190503190686,6671248.965328,White,51,Employed-At work,Female,6,2019,socializing,1,West,Pacific,CA,metropolitan,40140,0,0,0,0
20190503190693,2192365.38239,White,59,Employed-At work,Male,7,2019,socializing,1,South,South Atlantic,VA,metropolitan,47900,0,0,0,0
20190503190705,5083649.713983,Black,68,Retired,Female,5,2019,socializing,1,South,East South Central,TN,non-metropolitan,0,0,220,3.6666666666666665,18640048.951271
20190503190726,19027065.686084,Black,54,Employed-At work,Male,2,2019,socializing,1,Midwest,East North Central,MI,metropolitan,19820,125,165,2.75,52324430.636731
20190503190735,3830667.834165,White,21,Employed-At work,Female,1,2019,socializing,1,Midwest,West North Central,IA,metropolitan,26980,103,0,0,0
20190503190741,14534833.532751,White,53,Employed-At work,Female,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190503190743,9157156.60448,White,44,Employed-At work,Male,5,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190503190745,16012659.489698,White,85,Retired,Male,3,2019,socializing,1,West,Pacific,CA,metropolitan,41740,73,0,0,0
20190503190748,5884320.660218,Black,52,Employed-At work,Female,7,2019,socializing,1,South,South Atlantic,MD,metropolitan,47900,33,15,0.25,1471080.1650545
20190503190750,39694873.552872,White,24,Employed-At work,Male,6,2019,socializing,1,West,Mountain,CO,metropolitan,19740,0,178,2.966666666666667,117761458.20685361
20190503190770,6753221.434644,White,50,Employed-At work,Male,1,2019,socializing,1,West,Mountain,AZ,metropolitan,38060,13,330,5.5,37142717.890542
20190503190799,8039701.363503,Black,50,Employed-At work,Female,1,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190503190803,13652139.362314,White,45,Employed-At work,Female,4,2019,socializing,1,Midwest,East North Central,WI,metropolitan,33340,0,7,0.11666666666666667,1592749.5922699668
20190503190808,8595642.416591,White,16,Retired,Female,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190503190837,15896125.443911,White,42,Employed-At work,Female,4,2019,socializing,1,South,West South Central,TX,metropolitan,41700,0,0,0,0
20190503190838,7024072.295893,White,37,Employed-At work,Male,3,2019,socializing,1,West,Pacific,OR,metropolitan,38900,0,0,0,0
20190503190851,23610525.924231,White,59,Employed-At work,Male,6,2019,socializing,1,South,South Atlantic,FL,metropolitan,37860,33,0,0,0
20190503190880,8813343.062827,White,64,Employed-At work,Male,4,2019,socializing,1,South,West South Central,TX,metropolitan,13140,0,30,0.5,4406671.5314135
20190503190888,8476174.86106,White,52,Employed-At work,Male,7,2019,socializing,1,Midwest,East North Central,IL,metropolitan,37900,0,0,0,0
20190503190903,32099413.259492,White,17,Employed-At work,Female,4,2019,socializing,1,Northeast,New England,CT,metropolitan,25540,0,25,0.4166666666666667,13374755.524788333
20190503190918,3070295.051948,White,80,Retired,Female,1,2019,socializing,1,Midwest,East North Central,IN,non-metropolitan,0,0,0,0,0
20190503190920,7656506.393761,White,80,Retired,Female,2,2019,socializing,1,South,South Atlantic,VA,metropolitan,47900,0,45,0.75,5742379.795320749
20190503190921,3719926.274061,White,68,Employed-At work,Female,7,2019,socializing,1,Northeast,New England,MA,metropolitan,14460,23,0,0,0
20190503190922,19730241.998664,White,24,Employed-At work,Male,2,2019,socializing,1,South,East South Central,TN,metropolitan,28940,0,0,0,0
20190503190923,3759471.385141,Black,64,Employed-At work,Male,4,2019,socializing,1,West,Pacific,CA,metropolitan,31080,59,0,0,0
20190503190924,5468263.944855,White,46,Employed-At work,Female,7,2019,socializing,1,West,Pacific,CA,metropolitan,47300,107,0,0,0
20190503190937,3632835.795719,White,53,Unemployed-Looking,Female,7,2019,socializing,1,South,West South Central,OK,not identified,0,0,0,0,0
20190503190940,13792304.676782,Asian,17,Retired,Male,4,2019,socializing,1,West,Pacific,CA,metropolitan,31080,37,0,0,0
20190503190944,1836114.276439,White,45,Employed-At work,Female,1,2019,socializing,1,South,East South Central,AL,non-metropolitan,0,0,0,0,0
20190503190956,3115042.078165,White,35,Employed-At work,Female,7,2019,socializing,1,Northeast,Middle Atlantic,NY,metropolitan,35620,61,0,0,0
20190503190965,5396672.74447,White,30,Employed-At work,Male,7,2019,socializing,1,West,Pacific,OR,metropolitan,21660,39,0,0,0
20190503190973,2142408.815693,White,26,Retired,Female,7,2019,socializing,1,West,Mountain,CO,metropolitan,17820,0,0,0,0
20190503190986,3957995.999313,Black,56,Employed-Absent,Female,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,0,0,0
20190503191005,1488573.731101,White,38,Employed-At work,Female,7,2019,socializing,NA,NA,NA,NA,NA,NA,NA,120,2,2977147.462202
20190503191010,10092536.104975,White,38,Retired,Female,7,2019,socializing,1,Northeast,Middle Atlantic,PA,metropolitan,20700,89,180,3,30277608.314925
20190503191019,11875959.130998,White,49,Employed-At work,Male,7,2019,socializing,1,Midwest,West North Central,IA,non-metropolitan,0,0,70,1.1666666666666667,13855285.652831001
20190503191031,16277389.701739,White,53,Employed-At work,Male,6,2019,socializing,NA,NA,NA,NA,NA,NA,NA,90,1.5,24416084.5526085
20190503191043,4695329.295363,White,48,Employed-At work,Male,6,2019,socializing,1,South,West South Central,OK,metropolitan,46140,0,60,1,4695329.295363
20190503191055,42766954.784735,Black,58,Retired,Male,4,2019,socializing,1,South,East South Central,AL,metropolitan,33660,97,90,1.5,64150432.177102506
20190503191057,2911533.868929,Black,67,Employed-At work,Female,1,2019,socializing,1,South,South Atlantic,FL,metropolitan,19660,0,0,0,0
20190503191063,5475958.739614,Black,53,Retired,Female,4,2019,socializing,1,South,South Atlantic,GA,non-metropolitan,0,0,0,0,0
